Country or Area,Year,Age of mother,Value
Guam,1979,0 - 14,5
Guam,1979,15 - 19,386
Guam,1979,20 - 24,991
Guam,1979,25 - 29,913
Guam,1979,30 - 34,470
Guam,1979,35 - 39,143
Guam,1979,40 - 44,39
Guam,1979,45 - 49,2
Guam,1979,50 +,0
Guam,1979,Unknown,1
Guam,1978,Total,2903
Guam,1978,0 - 14,8
Guam,1978,15 - 19,360
Guam,1978,20 - 24,954
Guam,1978,25 - 29,926
Guam,1978,30 - 34,473
Guam,1978,35 - 39,150
Guam,1978,40 - 44,30
Guam,1978,45 - 49,2
Guam,1978,50 +,0
Guam,1978,Unknown,0
Guam,1977,Total,3007
Guam,1977,0 - 14,8
Guam,1977,15 - 19,375
Guam,1977,20 - 24,1016
Guam,1977,25 - 29,926
Guam,1977,30 - 34,465
Guam,1977,35 - 39,164
Guam,1977,40 - 44,51
Guam,1977,45 - 49,1
Guam,1977,50 +,0
Guam,1977,Unknown,1
Guam,1976,Total,3048
Guam,1976,0 - 14,7
Guam,1976,15 - 19,427
Guam,1976,20 - 24,1049
Guam,1976,25 - 29,951
Guam,1976,30 - 34,371
Guam,1976,35 - 39,187
Guam,1976,40 - 44,51
Guam,1976,45 - 49,1
Guam,1976,50 +,0
Guam,1976,Unknown,4
Guam,1975,Total,3163
Guam,1975,0 - 14,9
Guam,1975,15 - 19,448
Guam,1975,20 - 24,1104
Guam,1975,25 - 29,897
Guam,1975,30 - 34,433
Guam,1975,35 - 39,201
Guam,1975,40 - 44,63
Guam,1975,45 - 49,5
Guam,1975,50 +,0
Guam,1975,Unknown,3
Guam,1974,Total,3226
Guam,1974,0 - 14,9
Guam,1974,15 - 19,471
Guam,1974,20 - 24,1168
Guam,1974,25 - 29,898
Guam,1974,30 - 34,424
Guam,1974,35 - 39,181
Guam,1974,40 - 44,68
Guam,1974,45 - 49,6
Guam,1974,50 +,1
Guam,1974,Unknown,0
Guam,1973,Total,3234
Guam,1973,0 - 14,7
Guam,1973,15 - 19,498
Guam,1973,20 - 24,1187
Guam,1973,25 - 29,847
Guam,1973,30 - 34,416
Guam,1973,35 - 39,207
Guam,1973,40 - 44,64
Guam,1973,45 - 49,5
Guam,1973,50 +,0
Guam,1973,Unknown,3
Guam,1972,Total,3206
Guam,1972,0 - 14,7
Guam,1972,15 - 19,484
Guam,1972,20 - 24,1207
Guam,1972,25 - 29,796
Guam,1972,30 - 34,420
Guam,1972,35 - 39,224
Guam,1972,40 - 44,58
Guam,1972,45 - 49,3
Guam,1972,50 +,1
Guam,1972,Unknown,6
Guam,1971,Total,3068
Guam,1971,0 - 14,4
Guam,1971,15 - 19,415
Guam,1971,20 - 24,1122
Guam,1971,25 - 29,763
Guam,1971,30 - 34,449
Guam,1971,35 - 39,227
Guam,1971,40 - 44,82
Guam,1971,45 - 49,3
Guam,1971,50 +,2
Guam,1971,Unknown,1
Guam,1970,Total,2875
Guam,1970,0 - 14,2
Guam,1970,15 - 19,369
Guam,1970,20 - 24,1012
Guam,1970,25 - 29,752
Guam,1970,30 - 34,423
Guam,1970,35 - 39,226
Guam,1970,40 - 44,72
Guam,1970,45 - 49,3
Guam,1970,50 +,1
Guam,1970,Unknown,15
Guam,1969,Total,2699
Guam,1969,0 - 14,3
Guam,1969,15 - 19,355
Guam,1969,20 - 24,944
Guam,1969,25 - 29,679
Guam,1969,30 - 34,371
Guam,1969,35 - 39,233
Guam,1969,40 - 44,88
Guam,1969,45 - 49,11
Guam,1969,50 +,0
Guam,1969,Unknown,15
Guam,1968,Total,2512
Guam,1968,0 - 14,4
Guam,1968,15 - 19,324
Guam,1968,20 - 24,844
Guam,1968,25 - 29,618
Guam,1968,30 - 34,371
Guam,1968,35 - 39,198
Guam,1968,40 - 44,99
Guam,1968,45 - 49,6
Guam,1968,50 +,0
Guam,1968,Unknown,48
Guam,1967,Total,2509
Guam,1967,0 - 14,1
Guam,1967,15 - 19,251
Guam,1967,20 - 24,746
Guam,1967,25 - 29,619
Guam,1967,30 - 34,414
Guam,1967,35 - 39,261
Guam,1967,40 - 44,90
Guam,1967,45 - 49,2
Guam,1967,50 +,0
Guam,1967,Unknown,125
Guam,1966,Total,2648
Guam,1966,0 - 14,1
Guam,1966,15 - 19,332
Guam,1966,20 - 24,768
Guam,1966,25 - 29,656
Guam,1966,30 - 34,470
Guam,1966,35 - 39,246
Guam,1966,40 - 44,94
Guam,1966,45 - 49,5
Guam,1966,50 +,0
Guam,1966,Unknown,76
Guam,1965,Total,2523
Guam,1965,0 - 14,5
Guam,1965,15 - 19,271
Guam,1965,20 - 24,707
Guam,1965,25 - 29,667
Guam,1965,30 - 34,417
Guam,1965,35 - 39,286
Guam,1965,40 - 44,91
Guam,1965,45 - 49,7
Guam,1965,50 +,0
Guam,1965,Unknown,72
Guatemala,2011,Total,373692
Guatemala,2011,0 - 14,2841
Guatemala,2011,15,5983
Guatemala,2011,15 - 19,75175
Guatemala,2011,16,11964
Guatemala,2011,17,17133
Guatemala,2011,18,18422
Guatemala,2011,19,21673
Guatemala,2011,20,21995
Guatemala,2011,20 - 24,108949
Guatemala,2011,21,23034
Guatemala,2011,22,22345
Guatemala,2011,23,21631
Guatemala,2011,24,19944
Guatemala,2011,25,19147
Guatemala,2011,25 - 29,85914
Guatemala,2011,26,18327
Guatemala,2011,27,17186
Guatemala,2011,28,16345
Guatemala,2011,29,14909
Guatemala,2011,30,13723
Guatemala,2011,30 - 34,58050
Guatemala,2011,31,12866
Guatemala,2011,32,11698
Guatemala,2011,33,10314
Guatemala,2011,34,9449
Guatemala,2011,35,8042
Guatemala,2011,35 - 39,30892
Guatemala,2011,36,7047
Guatemala,2011,37,5947
Guatemala,2011,38,5396
Guatemala,2011,39,4460
Guatemala,2011,40,3453
Guatemala,2011,40 - 44,10220
Guatemala,2011,41,2697
Guatemala,2011,42,1860
Guatemala,2011,43,1346
Guatemala,2011,44,864
Guatemala,2011,45,497
Guatemala,2011,45 - 49,1176
Guatemala,2011,46,296
Guatemala,2011,47,176
Guatemala,2011,48,97
Guatemala,2011,49,110
Guatemala,2011,50 +,290
Guatemala,2011,Unknown,185
Guatemala,2010,Total,361906
Guatemala,2010,0 - 14,2671
Guatemala,2010,15,5717
Guatemala,2010,15 - 19,69823
Guatemala,2010,16,10596
Guatemala,2010,17,15306
Guatemala,2010,18,16771
Guatemala,2010,19,21433
Guatemala,2010,20,22194
Guatemala,2010,20 - 24,105938
Guatemala,2010,21,21763
Guatemala,2010,22,21945
Guatemala,2010,23,20416
Guatemala,2010,24,19620
Guatemala,2010,25,19009
Guatemala,2010,25 - 29,84066
Guatemala,2010,26,17841
Guatemala,2010,27,16949
Guatemala,2010,28,15635
Guatemala,2010,29,14632
Guatemala,2010,30,13829
Guatemala,2010,30 - 34,56899
Guatemala,2010,31,12649
Guatemala,2010,32,11265
Guatemala,2010,33,10312
Guatemala,2010,34,8844
Guatemala,2010,35,7733
Guatemala,2010,35 - 39,30417
Guatemala,2010,36,6943
Guatemala,2010,37,6213
Guatemala,2010,38,5246
Guatemala,2010,39,4282
Guatemala,2010,40,3453
Guatemala,2010,40 - 44,10212
Guatemala,2010,41,2655
Guatemala,2010,42,1979
Guatemala,2010,43,1282
Guatemala,2010,44,843
Guatemala,2010,45,517
Guatemala,2010,45 - 49,1249
Guatemala,2010,46,309
Guatemala,2010,47,183
Guatemala,2010,48,136
Guatemala,2010,49,104
Guatemala,2010,50 +,348
Guatemala,2010,Unknown,283
Guatemala,2006,Total,368399
Guatemala,2006,0 - 14,2209
Guatemala,2006,15 - 19,65284
Guatemala,2006,20 - 24,107634
Guatemala,2006,25 - 29,86944
Guatemala,2006,30 - 34,56080
Guatemala,2006,35 - 39,32668
Guatemala,2006,40 - 44,12790
Guatemala,2006,45 - 49,2280
Guatemala,2006,50 +,1009
Guatemala,2006,Unknown,1501
Guatemala,1999,Total,360759
Guatemala,1999,0 - 14,1776
Guatemala,1999,15 - 19,65999
Guatemala,1999,20 - 24,108223
Guatemala,1999,25 - 29,79683
Guatemala,1999,30 - 34,53921
Guatemala,1999,35 - 39,34730
Guatemala,1999,40 - 44,13305
Guatemala,1999,45 - 49,1981
Guatemala,1999,50 +,557
Guatemala,1999,Unknown,584
Guatemala,1998,Total,489829
Guatemala,1998,0 - 14,2380
Guatemala,1998,15 - 19,90047
Guatemala,1998,20 - 24,145851
Guatemala,1998,25 - 29,109368
Guatemala,1998,30 - 34,72862
Guatemala,1998,35 - 39,47048
Guatemala,1998,40 - 44,17794
Guatemala,1998,45 - 49,2743
Guatemala,1998,50 +,813
Guatemala,1998,Unknown,923
Guatemala,1997,Total,387862
Guatemala,1997,0 - 14,1964
Guatemala,1997,15 - 19,70169
Guatemala,1997,20 - 24,114407
Guatemala,1997,25 - 29,85936
Guatemala,1997,30 - 34,58967
Guatemala,1997,35 - 39,38443
Guatemala,1997,40 - 44,14385
Guatemala,1997,45 - 49,2220
Guatemala,1997,50 +,672
Guatemala,1997,Unknown,699
Guatemala,1996,Total,377723
Guatemala,1996,0 - 14,1786
Guatemala,1996,15 - 19,68936
Guatemala,1996,20 - 24,109865
Guatemala,1996,25 - 29,83126
Guatemala,1996,30 - 34,58001
Guatemala,1996,35 - 39,37700
Guatemala,1996,40 - 44,14421
Guatemala,1996,45 - 49,2271
Guatemala,1996,50 +,643
Guatemala,1996,Unknown,974
Guatemala,1995,Total,371091
Guatemala,1995,0 - 14,1768
Guatemala,1995,15 - 19,66014
Guatemala,1995,20 - 24,108535
Guatemala,1995,25 - 29,81883
Guatemala,1995,30 - 34,57149
Guatemala,1995,35 - 39,37268
Guatemala,1995,40 - 44,14529
Guatemala,1995,45 - 49,2199
Guatemala,1995,50 +,709
Guatemala,1995,Unknown,1037
Guatemala,1994,Total,381497
Guatemala,1994,0 - 14,1731
Guatemala,1994,15 - 19,65624
Guatemala,1994,20 - 24,111821
Guatemala,1994,25 - 29,84605
Guatemala,1994,30 - 34,61297
Guatemala,1994,35 - 39,37310
Guatemala,1994,40 - 44,15159
Guatemala,1994,45 - 49,2136
Guatemala,1994,50 +,681
Guatemala,1994,Unknown,1133
Guatemala,1993,Total,370138
Guatemala,1993,0 - 14,1619
Guatemala,1993,15 - 19,62569
Guatemala,1993,20 - 24,107785
Guatemala,1993,25 - 29,83502
Guatemala,1993,30 - 34,60150
Guatemala,1993,35 - 39,36309
Guatemala,1993,40 - 44,14393
Guatemala,1993,45 - 49,2100
Guatemala,1993,50 +,717
Guatemala,1993,Unknown,994
Guatemala,1992,Total,363648
Guatemala,1992,0 - 14,1504
Guatemala,1992,15 - 19,59996
Guatemala,1992,20 - 24,105714
Guatemala,1992,25 - 29,82572
Guatemala,1992,30 - 34,59914
Guatemala,1992,35 - 39,36536
Guatemala,1992,40 - 44,13836
Guatemala,1992,45 - 49,1981
Guatemala,1992,50 +,657
Guatemala,1992,Unknown,938
Guatemala,1991,Total,359904
Guatemala,1991,0 - 14,1518
Guatemala,1991,15 - 19,58881
Guatemala,1991,20 - 24,102151
Guatemala,1991,25 - 29,82590
Guatemala,1991,30 - 34,58253
Guatemala,1991,35 - 39,35987
Guatemala,1991,40 - 44,14030
Guatemala,1991,45 - 49,2433
Guatemala,1991,50 +,1220
Guatemala,1991,Unknown,2841
Guatemala,1990,Total,347207
Guatemala,1990,0 - 14,1348
Guatemala,1990,15 - 19,57061
Guatemala,1990,20 - 24,98387
Guatemala,1990,25 - 29,80517
Guatemala,1990,30 - 34,56039
Guatemala,1990,35 - 39,36096
Guatemala,1990,40 - 44,13328
Guatemala,1990,45 - 49,2181
Guatemala,1990,50 +,774
Guatemala,1990,Unknown,1476
Guatemala,1989,Total,340807
Guatemala,1989,0 - 14,1209
Guatemala,1989,15 - 19,55337
Guatemala,1989,20 - 24,97427
Guatemala,1989,25 - 29,81302
Guatemala,1989,30 - 34,54096
Guatemala,1989,35 - 39,34966
Guatemala,1989,40 - 44,12803
Guatemala,1989,45 - 49,1872
Guatemala,1989,50 +,631
Guatemala,1989,Unknown,1164
Guatemala,1988,Total,341382
Guatemala,1988,0 - 14,1252
Guatemala,1988,15 - 19,53103
Guatemala,1988,20 - 24,98623
Guatemala,1988,25 - 29,79515
Guatemala,1988,30 - 34,55425
Guatemala,1988,35 - 39,34939
Guatemala,1988,40 - 44,12738
Guatemala,1988,45 - 49,2499
Guatemala,1988,50 +,3288
Guatemala,1988,Unknown,0
Guatemala,1987,Total,318532
Guatemala,1987,0 - 14,1194
Guatemala,1987,15 - 19,49683
Guatemala,1987,20 - 24,92721
Guatemala,1987,25 - 29,74629
Guatemala,1987,30 - 34,51963
Guatemala,1987,35 - 39,32326
Guatemala,1987,40 - 44,11684
Guatemala,1987,45 - 49,2238
Guatemala,1987,50 +,2094
Guatemala,1987,Unknown,0
Guatemala,1986,Total,319321
Guatemala,1986,0 - 14,1171
Guatemala,1986,15 - 19,49671
Guatemala,1986,20 - 24,92250
Guatemala,1986,25 - 29,74377
Guatemala,1986,30 - 34,51843
Guatemala,1986,35 - 39,32681
Guatemala,1986,40 - 44,11915
Guatemala,1986,45 - 49,2337
Guatemala,1986,50 +,3076
Guatemala,1986,Unknown,0
Guatemala,1985,Total,326849
Guatemala,1985,0 - 14,1199
Guatemala,1985,15 - 19,50842
Guatemala,1985,20 - 24,94425
Guatemala,1985,25 - 29,76130
Guatemala,1985,30 - 34,53065
Guatemala,1985,35 - 39,33451
Guatemala,1985,40 - 44,12196
Guatemala,1985,45 - 49,2392
Guatemala,1985,50 +,3149
Guatemala,1985,Unknown,0
Guatemala,1984,Total,312094
Guatemala,1984,0 - 14,1299
Guatemala,1984,15 - 19,49101
Guatemala,1984,20 - 24,91617
Guatemala,1984,25 - 29,70811
Guatemala,1984,30 - 34,50899
Guatemala,1984,35 - 39,31398
Guatemala,1984,40 - 44,11564
Guatemala,1984,45 - 49,2109
Guatemala,1984,50 +,3296
Guatemala,1984,Unknown,0
Guatemala,1983,Total,306827
Guatemala,1983,0 - 14,1063
Guatemala,1983,15 - 19,50391
Guatemala,1983,20 - 24,91598
Guatemala,1983,25 - 29,69977
Guatemala,1983,30 - 34,49498
Guatemala,1983,35 - 39,30380
Guatemala,1983,40 - 44,10973
Guatemala,1983,45 - 49,1672
Guatemala,1983,50 +,1275
Guatemala,1983,Unknown,0
Guatemala,1982,Total,312047
Guatemala,1982,0 - 14,1066
Guatemala,1982,15 - 19,51259
Guatemala,1982,20 - 24,92433
Guatemala,1982,25 - 29,72165
Guatemala,1982,30 - 34,50425
Guatemala,1982,35 - 39,30603
Guatemala,1982,40 - 44,11448
Guatemala,1982,45 - 49,1878
Guatemala,1982,50 +,770
Guatemala,1982,Unknown,0
Guatemala,1981,Total,308413
Guatemala,1981,0 - 14,1033
Guatemala,1981,15 - 19,52489
Guatemala,1981,20 - 24,91664
Guatemala,1981,25 - 29,71093
Guatemala,1981,30 - 34,48993
Guatemala,1981,35 - 39,29288
Guatemala,1981,40 - 44,11202
Guatemala,1981,45 - 49,1857
Guatemala,1981,50 +,794
Guatemala,1981,Unknown,0
Guatemala,1979,Total,295972
Guatemala,1979,0 - 14,883
Guatemala,1979,15 - 19,51682
Guatemala,1979,20 - 24,86604
Guatemala,1979,25 - 29,68542
Guatemala,1979,30 - 34,46347
Guatemala,1979,35 - 39,28721
Guatemala,1979,40 - 44,10602
Guatemala,1979,45 - 49,1762
Guatemala,1979,50 +,470
Guatemala,1979,Unknown,359
Guatemala,1978,Total,286415
Guatemala,1978,0 - 14,846
Guatemala,1978,15 - 19,50380
Guatemala,1978,20 - 24,84969
Guatemala,1978,25 - 29,65624
Guatemala,1978,30 - 34,43631
Guatemala,1978,35 - 39,27904
Guatemala,1978,40 - 44,10497
Guatemala,1978,45 - 49,1817
Guatemala,1978,50 +,691
Guatemala,1978,Unknown,56
Guatemala,1977,Total,284747
Guatemala,1977,0 - 14,765
Guatemala,1977,15 - 19,49606
Guatemala,1977,20 - 24,84435
Guatemala,1977,25 - 29,66157
Guatemala,1977,30 - 34,42520
Guatemala,1977,35 - 39,28179
Guatemala,1977,40 - 44,10336
Guatemala,1977,45 - 49,1911
Guatemala,1977,50 +,465
Guatemala,1977,Unknown,373
Guatemala,1976,Total,266728
Guatemala,1976,0 - 14,707
Guatemala,1976,15 - 19,46214
Guatemala,1976,20 - 24,79028
Guatemala,1976,25 - 29,61787
Guatemala,1976,30 - 34,39272
Guatemala,1976,35 - 39,27130
Guatemala,1976,40 - 44,9694
Guatemala,1976,45 - 49,1856
Guatemala,1976,50 +,457
Guatemala,1976,Unknown,583
Guatemala,1975,Total,249332
Guatemala,1975,0 - 14,667
Guatemala,1975,15 - 19,43568
Guatemala,1975,20 - 24,74070
Guatemala,1975,25 - 29,56787
Guatemala,1975,30 - 34,36271
Guatemala,1975,35 - 39,26171
Guatemala,1975,40 - 44,9191
Guatemala,1975,45 - 49,1738
Guatemala,1975,50 +,386
Guatemala,1975,Unknown,483
Guatemala,1973,Total,238498
Guatemala,1973,0 - 14,601
Guatemala,1973,15 - 19,39935
Guatemala,1973,20 - 24,72553
Guatemala,1973,25 - 29,53118
Guatemala,1973,30 - 34,35783
Guatemala,1973,35 - 39,24857
Guatemala,1973,40 - 44,9443
Guatemala,1973,45 - 49,1573
Guatemala,1973,50 +,354
Guatemala,1973,Unknown,281
Guatemala,1972,Total,241593
Guatemala,1972,0 - 14,582
Guatemala,1972,15 - 19,42295
Guatemala,1972,20 - 24,71739
Guatemala,1972,25 - 29,52786
Guatemala,1972,30 - 34,36377
Guatemala,1972,35 - 39,25534
Guatemala,1972,40 - 44,9809
Guatemala,1972,45 - 49,1661
Guatemala,1972,50 +,338
Guatemala,1972,Unknown,472
Guatemala,1971,Total,229674
Guatemala,1971,0 - 14,490
Guatemala,1971,15 - 19,40594
Guatemala,1971,20 - 24,67820
Guatemala,1971,25 - 29,49833
Guatemala,1971,30 - 34,34979
Guatemala,1971,35 - 39,24352
Guatemala,1971,40 - 44,9286
Guatemala,1971,45 - 49,1585
Guatemala,1971,50 +,325
Guatemala,1971,Unknown,410
Guatemala,1970,Total,212151
Guatemala,1970,0 - 14,397
Guatemala,1970,15 - 19,36741
Guatemala,1970,20 - 24,61977
Guatemala,1970,25 - 29,46498
Guatemala,1970,30 - 34,32711
Guatemala,1970,35 - 39,23290
Guatemala,1970,40 - 44,8309
Guatemala,1970,45 - 49,1588
Guatemala,1970,50 +,322
Guatemala,1970,Unknown,318
Guatemala,1969,Total,215397
Guatemala,1969,0 - 14,413
Guatemala,1969,15 - 19,37054
Guatemala,1969,20 - 24,62542
Guatemala,1969,25 - 29,47047
Guatemala,1969,30 - 34,33228
Guatemala,1969,35 - 39,24452
Guatemala,1969,40 - 44,8513
Guatemala,1969,45 - 49,1425
Guatemala,1969,50 +,309
Guatemala,1969,Unknown,414
Guatemala,1968,Total,211679
Guatemala,1968,0 - 14,429
Guatemala,1968,15 - 19,36707
Guatemala,1968,20 - 24,60221
Guatemala,1968,25 - 29,46436
Guatemala,1968,30 - 34,33018
Guatemala,1968,35 - 39,24406
Guatemala,1968,40 - 44,8323
Guatemala,1968,45 - 49,1431
Guatemala,1968,50 +,284
Guatemala,1968,Unknown,424
Guatemala,1967,Total,206520
Guatemala,1967,0 - 14,387
Guatemala,1967,15 - 19,35809
Guatemala,1967,20 - 24,57859
Guatemala,1967,25 - 29,45708
Guatemala,1967,30 - 34,32340
Guatemala,1967,35 - 39,24334
Guatemala,1967,40 - 44,7979
Guatemala,1967,45 - 49,1432
Guatemala,1967,50 +,264
Guatemala,1967,Unknown,408
Guatemala,1966,Total,207911
Guatemala,1966,0 - 14,402
Guatemala,1966,15 - 19,35378
Guatemala,1966,20 - 24,57138
Guatemala,1966,25 - 29,47027
Guatemala,1966,30 - 34,33163
Guatemala,1966,35 - 39,24802
Guatemala,1966,40 - 44,7902
Guatemala,1966,45 - 49,1467
Guatemala,1966,50 +,302
Guatemala,1966,Unknown,330
Guatemala,1965,Total,201059
Guatemala,1965,0 - 14,361
Guatemala,1965,15 - 19,33178
Guatemala,1965,20 - 24,54963
Guatemala,1965,25 - 29,46369
Guatemala,1965,30 - 34,32704
Guatemala,1965,35 - 39,23905
Guatemala,1965,40 - 44,7610
Guatemala,1965,45 - 49,1434
Guatemala,1965,50 +,264
Guatemala,1965,Unknown,271
Guernsey,2000,Total,644
Guernsey,2000,15 - 19,42
Guernsey,2000,20 - 24,84
Guernsey,2000,25 - 29,192
Guernsey,2000,30 - 34,200
Guernsey,2000,35 - 39,106
Guernsey,2000,40 - 44,20
Guernsey,1999,Total,672
Guernsey,1999,15 - 19,36
Guernsey,1999,20 - 24,92
Guernsey,1999,25 - 29,180
Guernsey,1999,30 - 34,234
Guernsey,1999,35 - 39,111
Guernsey,1999,40 - 44,18
Guernsey,1999,45 - 49,1
Guernsey,1998,Total,669
Guernsey,1998,0 - 14,0
Guernsey,1998,15 - 19,27
Guernsey,1998,20 - 24,81
Guernsey,1998,25 - 29,185
Guernsey,1998,30 - 34,248
Guernsey,1998,35 - 39,112
Guernsey,1998,40 - 44,15
Guernsey,1998,45 - 49,1
Guernsey,1998,45 +,1
Guernsey,1997,Total,672
Guernsey,1997,0 - 14,1
Guernsey,1997,15 - 19,34
Guernsey,1997,20 - 24,103
Guernsey,1997,25 - 29,208
Guernsey,1997,30 - 34,225
Guernsey,1997,35 - 39,82
Guernsey,1997,40 - 44,19
Guernsey,1997,45 +,0
Guernsey,1996,Total,660
Guernsey,1996,0 - 14,1
Guernsey,1996,15 - 19,39
Guernsey,1996,20 - 24,80
Guernsey,1996,25 - 29,225
Guernsey,1996,30 - 34,213
Guernsey,1996,35 - 39,91
Guernsey,1996,40 +,11
Guernsey,1995,Total,624
Guernsey,1995,0 - 14,0
Guernsey,1995,15 - 19,36
Guernsey,1995,20 - 24,89
Guernsey,1995,25 - 29,208
Guernsey,1995,30 - 34,216
Guernsey,1995,35 - 39,62
Guernsey,1995,40 +,13
Guernsey,1994,Total,676
Guernsey,1994,0 - 14,0
Guernsey,1994,15 - 19,34
Guernsey,1994,20 - 24,109
Guernsey,1994,25 - 29,221
Guernsey,1994,30 - 34,219
Guernsey,1994,35 - 39,80
Guernsey,1994,40 +,13
Guernsey,1993,Total,681
Guernsey,1993,0 - 14,0
Guernsey,1993,15 - 19,29
Guernsey,1993,20 - 24,119
Guernsey,1993,25 - 29,245
Guernsey,1993,30 - 34,223
Guernsey,1993,35 - 39,57
Guernsey,1993,40 +,8
Guernsey,1992,Total,701
Guernsey,1992,0 - 14,0
Guernsey,1992,15 - 19,29
Guernsey,1992,20 - 24,134
Guernsey,1992,25 - 29,278
Guernsey,1992,30 - 34,195
Guernsey,1992,35 - 39,62
Guernsey,1992,40 +,3
Guernsey,1991,Total,737
Guernsey,1991,0 - 14,0
Guernsey,1991,15 - 19,42
Guernsey,1991,20 - 24,142
Guernsey,1991,25 - 29,296
Guernsey,1991,30 - 34,173
Guernsey,1991,35 - 39,71
Guernsey,1991,40 - 44,11
Guernsey,1991,45 +,2
Guernsey,1990,Total,754
Guernsey,1990,0 - 14,1
Guernsey,1990,15 - 19,39
Guernsey,1990,20 - 24,157
Guernsey,1990,25 - 29,265
Guernsey,1990,30 - 34,214
Guernsey,1990,35 - 39,63
Guernsey,1990,40 +,15
Guernsey,1989,Total,687
Guernsey,1989,0 - 14,0
Guernsey,1989,15 - 19,61
Guernsey,1989,20 - 24,140
Guernsey,1989,25 - 29,239
Guernsey,1989,30 - 34,170
Guernsey,1989,35 - 39,62
Guernsey,1989,40 - 44,14
Guernsey,1989,45 - 49,0
Guernsey,1989,50 +,0
Guernsey,1989,Unknown,1
Guernsey,1988,Total,680
Guernsey,1988,0 - 14,0
Guernsey,1988,15 - 19,56
Guernsey,1988,20 - 24,150
Guernsey,1988,25 - 29,263
Guernsey,1988,30 - 34,139
Guernsey,1988,35 - 39,63
Guernsey,1988,40 +,9
Guernsey,1988,Unknown,0
Guernsey,1986,Total,671
Guernsey,1986,0 - 14,0
Guernsey,1986,15 - 19,42
Guernsey,1986,20 - 24,147
Guernsey,1986,25 - 29,250
Guernsey,1986,30 - 34,166
Guernsey,1986,35 - 39,57
Guernsey,1986,40 +,9
Guernsey,1986,Unknown,0
Guernsey,1985,Total,642
Guernsey,1985,0 - 14,0
Guernsey,1985,15 - 19,43
Guernsey,1985,20 - 24,153
Guernsey,1985,25 - 29,245
Guernsey,1985,30 - 34,145
Guernsey,1985,35 - 39,50
Guernsey,1985,40 +,6
Guernsey,1985,Unknown,0
Guernsey,1984,Total,596
Guernsey,1984,0 - 14,2
Guernsey,1984,15 - 19,46
Guernsey,1984,20 - 24,156
Guernsey,1984,25 - 29,211
Guernsey,1984,30 - 34,126
Guernsey,1984,35 - 39,47
Guernsey,1984,40 +,8
Guernsey,1984,Unknown,0
Guernsey,1983,Total,659
Guernsey,1983,0 - 14,0
Guernsey,1983,15 - 19,61
Guernsey,1983,20 - 24,175
Guernsey,1983,25 - 29,232
Guernsey,1983,30 - 34,145
Guernsey,1983,35 - 39,42
Guernsey,1983,40 +,4
Guernsey,1983,Unknown,0
Guernsey,1982,Total,589
Guernsey,1982,0 - 14,0
Guernsey,1982,15 - 19,55
Guernsey,1982,20 - 24,175
Guernsey,1982,25 - 29,188
Guernsey,1982,30 - 34,131
Guernsey,1982,35 - 39,32
Guernsey,1982,40 +,8
Guernsey,1982,Unknown,0
Guernsey,1981,Total,619
Guernsey,1981,0 - 14,0
Guernsey,1981,15 - 19,64
Guernsey,1981,20 - 24,161
Guernsey,1981,25 - 29,235
Guernsey,1981,30 - 34,121
Guernsey,1981,35 - 39,32
Guernsey,1981,40 +,6
Guernsey,1981,Unknown,0
Guernsey,1980,Total,622
Guernsey,1980,0 - 14,0
Guernsey,1980,15 - 19,31
Guernsey,1980,20 - 24,147
Guernsey,1980,25 - 29,238
Guernsey,1980,30 - 34,160
Guernsey,1980,35 - 39,41
Guernsey,1980,40 +,5
Guernsey,1980,Unknown,0
Guernsey,1979,Total,646
Guernsey,1979,0 - 14,0
Guernsey,1979,15 - 19,38
Guernsey,1979,20 - 24,153
Guernsey,1979,25 - 29,293
Guernsey,1979,30 - 34,131
Guernsey,1979,35 - 39,19
Guernsey,1979,40 +,12
Guernsey,1979,Unknown,0
Guyana,1972,Total,25065
Guyana,1972,0 - 14,79
Guyana,1972,15 - 19,4569
Guyana,1972,20 - 24,8347
Guyana,1972,25 - 29,4778
Guyana,1972,30 - 34,3063
Guyana,1972,35 - 39,1816
Guyana,1972,40 - 44,596
Guyana,1972,45 +,47
Guyana,1972,Unknown,1770
Guyana,1971,Total,22933
Guyana,1971,0 - 14,65
Guyana,1971,15 - 19,4219
Guyana,1971,20 - 24,7570
Guyana,1971,25 - 29,4511
Guyana,1971,30 - 34,2831
Guyana,1971,35 - 39,1813
Guyana,1971,40 - 44,552
Guyana,1971,45 +,83
Guyana,1971,Unknown,1289
Guyana,1970,Total,23703
Guyana,1970,0 - 14,64
Guyana,1970,15 - 19,4004
Guyana,1970,20 - 24,7657
Guyana,1970,25 - 29,4809
Guyana,1970,30 - 34,3054
Guyana,1970,35 - 39,1879
Guyana,1970,40 - 44,602
Guyana,1970,45 +,71
Guyana,1970,Unknown,1563
Guyana,1969,Total,22129
Guyana,1969,0 - 14,66
Guyana,1969,15 - 19,3851
Guyana,1969,20 - 24,6871
Guyana,1969,25 - 29,4802
Guyana,1969,30 - 34,2873
Guyana,1969,35 - 39,1831
Guyana,1969,40 - 44,457
Guyana,1969,45 +,58
Guyana,1969,Unknown,1320
Guyana,1968,Total,23467
Guyana,1968,0 - 14,57
Guyana,1968,15 - 19,4015
Guyana,1968,20 - 24,6996
Guyana,1968,25 - 29,5276
Guyana,1968,30 - 34,3303
Guyana,1968,35 - 39,1935
Guyana,1968,40 - 44,573
